flash-higher-inclined-plane-determine-angle,google/gemini-2.5-flash-preview-05-20,4e75901b-a709-40d2-af41-880d1c66c71e,inclined-plane-determine-angle,0,v1,4,True,100,55
flash-higher-lifespan-longest-lived,google/gemini-2.5-flash-preview-05-20,f9446087-cef0-42b1-853b-c694b498fff9,lifespan-longest-lived,0,v1,13,True,100,6
flash-higher-inclined-plane-friction-unnamed-surfaces,google/gemini-2.5-flash-preview-05-20,7310cfd4-5db9-4b6d-adf7-f50f98f8ca32,inclined-plane-friction-unnamed-surfaces,0,v1,14,True,100,178
flash-higher-inclined-plane-friction-named-surfaces,google/gemini-2.5-flash-preview-05-20,0f2b2ca3-2c6c-442d-a7ac-42709cd2d12a,inclined-plane-friction-named-surfaces,0,v1,22,True,100,51
flash-higher-identify-life-stages-1,google/gemini-2.5-flash-preview-05-20,ac369c88-fc6a-4cc4-bbe3-cd7e389917ba,identify-life-stages-1,0,v1,51,False,37,41
flash-higher-grow-plant,google/gemini-2.5-flash-preview-05-20,99fc63f7-65d6-41bf-bf60-5177a524d2ee,grow-plant,0,v1,51,False,36,63
flash-higher-grow-fruit,google/gemini-2.5-flash-preview-05-20,534ef443-5db4-4d60-99e1-caf988b084db,grow-fruit,0,v1,51,False,25,77
flash-higher-lifespan-shortest-lived,google/gemini-2.5-flash-preview-05-20,7a5442dd-baf1-4f50-92f3-561c85b9154a,lifespan-shortest-lived,0,v1,51,False,0,6
flash-higher-lifespan-longest-lived-then-shortest-lived,google/gemini-2.5-flash-preview-05-20,3e8f4bb6-6a5f-4ea1-9b0a-8aca9c036d25,lifespan-longest-lived-then-shortest-lived,0,v1,51,False,0,7
flash-higher-identify-life-stages-2,google/gemini-2.5-flash-preview-05-20,859bced6-0af4-4ea2-bcf3-6171c316f737,identify-life-stages-2,0,v1,51,False,-100,16
flash-higher-measure-melting-point-unknown-substance,google/gemini-2.5-flash-preview-05-20,a16205f7-55d8-4719-b74e-fbce064b8214,measure-melting-point-unknown-substance,0,v1,6,True,100,32
flash-higher-test-conductivity-of-unknown-substances,google/gemini-2.5-flash-preview-05-20,31cd645d-ce29-4a5a-9840-68ca27309d41,test-conductivity-of-unknown-substances,0,v1,21,True,100,21
flash-higher-measure-melting-point-known-substance,google/gemini-2.5-flash-preview-05-20,2871d85d-b5e6-44e8-9d7d-aa0c1c5213f5,measure-melting-point-known-substance,0,v1,23,True,100,27
flash-higher-test-conductivity,google/gemini-2.5-flash-preview-05-20,e5dc328a-bce3-4aa3-95a2-64c1f10f2e1e,test-conductivity,0,v1,51,False,-100,21
flash-higher-melt,google/gemini-2.5-flash-preview-05-20,13b72957-c239-46c7-8341-6245cce50603,melt,0,v1,51,False,37,34
flash-higher-power-component,google/gemini-2.5-flash-preview-05-20,8a690782-28c6-4764-ac5b-06254248e0a6,power-component,0,v1,51,False,27,11
flash-higher-power-component-renewable-vs-nonrenewable-energy,google/gemini-2.5-flash-preview-05-20,bd5848ea-9543-41fa-a1c1-1af535e5a945,power-component-renewable-vs-nonrenewable-energy,0,v1,51,False,58,26
flash-higher-use-thermometer,google/gemini-2.5-flash-preview-05-20,4c03194f-11fa-47cc-8d29-45cb3c61e46b,use-thermometer,0,v1,51,False,0,22
flash-higher-mendelian-genetics-unknown-plant,google/gemini-2.5-flash-preview-05-20,911fb308-946a-44cc-87b5-7bad2f0be504,mendelian-genetics-unknown-plant,0,v1,51,False,-100,145
flash-higher-mendelian-genetics-known-plant,google/gemini-2.5-flash-preview-05-20,5a0d3154-b062-4d94-847b-33003f0f12e4,mendelian-genetics-known-plant,0,v1,51,False,11,143
flash-higher-find-plant,google/gemini-2.5-flash-preview-05-20,dbe76844-e7a2-407c-ba06-0f030270961b,find-plant,0,v1,8,True,100,10
flash-higher-find-non-living-thing,google/gemini-2.5-flash-preview-05-20,122577b6-077f-43fd-84ec-d90f6a9e4db1,find-non-living-thing,0,v1,8,True,100,5
flash-higher-chemistry-mix,google/gemini-2.5-flash-preview-05-20,d305d696-024d-46d4-9cbc-1047a38fe893,chemistry-mix,0,v1,22,True,100,24
flash-higher-find-living-thing,google/gemini-2.5-flash-preview-05-20,61e95a89-2e12-452c-86ad-9079cd012902,find-living-thing,0,v1,31,True,-100,10
flash-higher-chemistry-mix-paint-tertiary-color,google/gemini-2.5-flash-preview-05-20,17c1d650-90d4-433e-bc2b-bc4b8b6d3dd6,chemistry-mix-paint-tertiary-color,0,v1,32,True,100,30
flash-higher-find-animal,google/gemini-2.5-flash-preview-05-20,4cb148f6-768f-4be6-922a-8bbbb4d3be5b,find-animal,0,v1,51,False,75,10
flash-higher-boil,google/gemini-2.5-flash-preview-05-20,661ad0b2-b703-4d9b-97c9-b4e28733b40d,boil,0,v1,51,False,-100,39
flash-higher-freeze,google/gemini-2.5-flash-preview-05-20,c90ec993-9840-488b-baf0-4be6dd24c092,freeze,0,v1,51,False,-100,26
flash-higher-chemistry-mix-paint-secondary-color,google/gemini-2.5-flash-preview-05-20,4a06d753-717d-4396-b396-bf6ba14b903b,chemistry-mix-paint-secondary-color,0,v1,51,False,-100,21
flash-higher-change-the-state-of-matter-of,google/gemini-2.5-flash-preview-05-20,44864081-f02f-415d-a04b-28ca5840657d,change-the-state-of-matter-of,0,v1,51,False,-100,26
